Date, Open, High, Low, Close
06/29/16, 700.95, 704.46, 698.62, 701.12
06/28/16, 697.48, 699.45, 690.15, 699.45
06/27/16, 685.28, 698.45, 684.57, 696.95
06/24/16, 679.98, 691.93, 678.66, 685.71
06/23/16, 681.08, 682.72, 677.72, 682.72
06/22/16, 683.90, 684.76, 680.16, 680.74
06/21/16, 682.69, 686.92, 678.98, 683.66
06/20/16, 686.78, 686.85, 677.83, 682.52
06/17/16, 684.76, 686.75, 679.75, 686.58
06/16/16, 679.56, 686.16, 679.27, 684.76
06/15/16, 683.96, 685.01, 677.17, 679.46
06/14/16, 679.97, 684.00, 676.65, 683.89
06/13/16, 680.62, 683.96, 679.24, 680.04
06/10/16, 681.57, 684.33, 677.48, 680.62
06/09/16, 674.80, 682.52, 674.61, 681.73
06/08/16, 669.65, 675.21, 668.92, 674.97
06/07/16, 671.47, 674.68, 668.57, 669.82
06/06/16, 672.29, 674.38, 668.04, 671.11
06/03/16, 664.37, 675.46, 664.37, 672.35
06/02/16, 660.84, 661.53, 654.59, 661.53
06/01/16, 658.49, 661.91, 657.48, 661.83
05/31/16, 656.06, 660.47, 654.41, 659.44
05/27/16, 655.51, 657.25, 652.62, 656.28
05/26/16, 648.39, 655.95, 647.85, 655.29
05/25/16, 650.34, 650.44, 644.24, 648.31
05/24/16, 644.71, 651.55, 644.71, 650.94
05/23/16, 650.48, 651.57, 643.73, 644.06
05/20/16, 648.77, 650.21, 644.69, 650.08
05/19/16, 640.32, 647.99, 635.98, 647.93
05/18/16, 651.24, 655.51, 639.76, 642.20
05/17/16, 665.67, 665.67, 650.73, 654.37
05/16/16, 664.33, 666.63, 660.31, 666.41
05/13/16, 667.45, 668.43, 662.34, 665.34
05/12/16, 664.52, 669.47, 661.23, 668.46
05/11/16, 663.35, 665.80, 659.18, 665.08
05/10/16, 663.55, 665.59, 660.82, 663.03
05/09/16, 659.96, 663.83, 658.60, 662.74
05/06/16, 663.70, 663.70, 653.06, 659.29
05/05/16, 666.87, 672.40, 661.24, 663.73
05/04/16, 659.44, 671.38, 657.37, 667.64
05/03/16, 659.97, 663.54, 656.37, 660.23
05/02/16, 654.98, 663.09, 654.33, 659.99
04/29/16, 648.69, 654.94, 642.79, 654.44
04/28/16, 650.37, 652.42, 643.23, 650.86
04/27/16, 644.59, 657.03, 644.25, 653.28
04/26/16, 642.39, 645.92, 641.48, 643.35
04/25/16, 639.05, 641.65, 637.08, 641.62
04/22/16, 634.27, 640.18, 634.27, 639.52
04/21/16, 648.79, 648.79, 630.68, 633.12
04/20/16, 665.59, 666.71, 648.56, 649.05
04/19/16, 664.87, 666.39, 661.36, 665.39
04/18/16, 662.23, 664.45, 656.50, 664.42
04/15/16, 657.57, 663.23, 657.05, 662.50
04/14/16, 657.75, 659.76, 655.60, 657.58
04/13/16, 663.31, 663.98, 654.94, 658.22
04/12/16, 657.83, 663.43, 656.93, 662.77
04/11/16, 660.27, 664.49, 657.10, 657.51
04/08/16, 657.38, 664.10, 657.38, 660.11
04/07/16, 655.44, 660.24, 654.61, 656.44
04/06/16, 655.71, 656.56, 652.05, 656.16
04/05/16, 668.02, 668.13, 655.93, 656.55
04/04/16, 670.80, 672.21, 664.83, 668.34
04/01/16, 667.45, 672.28, 664.10, 671.04
03/31/16, 665.74, 669.46, 663.37, 668.57
03/30/16, 667.29, 668.03, 662.81, 665.32
03/29/16, 657.73, 667.17, 655.74, 666.97
03/28/16, 660.65, 664.40, 655.89, 657.28
03/24/16, 657.98, 661.25, 656.87, 660.20
03/23/16, 654.97, 660.89, 652.48, 658.83
03/22/16, 657.51, 660.05, 654.34, 654.99
03/21/16, 657.28, 660.50, 650.93, 657.01
03/18/16, 663.19, 664.58, 658.15, 658.54
03/17/16, 656.38, 664.57, 654.35, 663.19
03/16/16, 649.09, 656.79, 642.22, 655.74
03/15/16, 647.43, 651.43, 646.58, 649.32
03/14/16, 647.14, 648.93, 644.25, 647.64
03/11/16, 648.33, 650.66, 645.50, 647.14
03/10/16, 646.19, 648.57, 640.34, 645.96
03/09/16, 642.13, 647.97, 642.13, 646.00
03/08/16, 636.28, 643.38, 634.21, 642.77
03/07/16, 632.28, 637.37, 629.91, 636.61
03/04/16, 623.42, 634.61, 620.34, 633.05
03/03/16, 623.37, 625.91, 615.54, 625.79
03/02/16, 617.38, 623.43, 607.58, 623.05
03/01/16, 623.13, 625.69, 615.25, 618.50
02/29/16, 618.88, 626.45, 617.78, 620.70
02/26/16, 636.05, 636.05, 618.69, 619.03
02/25/16, 631.25, 637.93, 630.93, 637.80
02/24/16, 625.45, 631.17, 624.16, 630.20
02/23/16, 625.12, 628.87, 621.79, 627.17
02/22/16, 619.43, 626.14, 618.89, 626.08
02/19/16, 622.48, 622.48, 614.41, 618.61
02/18/16, 613.20, 624.78, 610.96, 622.74
02/17/16, 614.61, 614.61, 608.41, 611.99
02/16/16, 613.08, 615.33, 608.38, 614.49
02/12/16, 614.14, 616.33, 606.14, 610.87
02/11/16, 625.54, 625.69, 613.56, 614.03
02/10/16, 626.08, 628.80, 614.69, 626.02
02/09/16, 621.99, 628.73, 620.17, 626.77
02/08/16, 624.16, 629.68, 617.23, 622.95
02/05/16, 620.90, 627.08, 613.88, 624.62
02/04/16, 626.22, 626.72, 620.81, 622.07
02/03/16, 619.07, 629.28, 619.07, 626.64
02/02/16, 613.38, 619.08, 610.81, 618.63
02/01/16, 610.96, 619.00, 609.42, 616.43
01/29/16, 603.33, 611.91, 602.98, 611.35
01/28/16, 589.60, 602.85, 586.27, 599.19
01/27/16, 588.04, 593.56, 584.95, 589.50
01/26/16, 584.68, 593.99, 584.68, 588.47
01/25/16, 589.30, 589.48, 582.11, 584.04
01/22/16, 581.94, 589.74, 579.65, 589.14
01/21/16, 580.00, 582.63, 573.59, 578.66
01/20/16, 589.36, 590.46, 570.73, 579.03
01/19/16, 584.25, 593.38, 583.55, 591.87
01/15/16, 586.53, 586.53, 575.73, 582.79
01/14/16, 578.89, 590.55, 576.87, 587.42
01/13/16, 579.88, 583.61, 577.03, 579.01
01/12/16, 582.94, 583.82, 574.31, 579.49
01/11/16, 579.50, 584.90, 579.49, 582.21
01/08/16, 577.63, 582.72, 577.34, 578.82
01/07/16, 577.64, 579.75, 575.13, 577.51
01/06/16, 578.96, 582.42, 575.26, 580.50
01/05/16, 577.30, 582.37, 569.12, 580.97
01/04/16, 574.51, 577.73, 570.52, 577.48
12/31/15, 583.99, 583.99, 573.12, 577.82
12/30/15, 584.99, 587.00, 583.32, 584.50
12/29/15, 583.67, 587.33, 583.54, 585.11
12/28/15, 580.26, 582.92, 578.01, 582.40
12/24/15, 580.99, 582.72, 580.06, 581.02
12/23/15, 572.87, 581.97, 572.87, 581.01
12/22/15, 567.74, 573.71, 563.91, 572.50
12/21/15, 569.91, 571.44, 564.34, 567.45
12/18/15, 574.79, 574.79, 563.36, 567.94
12/17/15, 573.99, 578.54, 571.31, 574.79
12/16/15, 559.60, 574.76, 559.60, 574.11
12/15/15, 554.63, 562.29, 554.63, 558.87
12/14/15, 551.28, 554.35, 548.08, 553.88
12/11/15, 550.86, 555.69, 547.22, 551.13
12/10/15, 561.72, 561.72, 552.09, 552.56
12/09/15, 560.93, 568.47, 558.29, 561.65
12/08/15, 562.03, 563.10, 557.62, 562.26
12/07/15, 560.59, 563.13, 556.75, 562.90
12/04/15, 553.03, 561.46, 553.03, 561.20
12/03/15, 554.88, 555.38, 550.12, 551.93
12/02/15, 566.55, 566.55, 555.82, 556.10
12/01/15, 563.86, 568.98, 561.94, 567.30
11/30/15, 563.39, 566.72, 562.70, 563.13
11/27/15, 560.79, 565.13, 560.79, 563.02
11/25/15, 563.28, 563.28, 558.59, 560.63
11/24/15, 565.02, 565.02, 559.41, 563.28
11/23/15, 570.57, 572.20, 565.22, 565.82
11/20/15, 569.29, 575.54, 568.47, 571.09
11/19/15, 563.49, 570.38, 563.49, 569.11
11/18/15, 559.34, 563.52, 554.13, 562.80
11/17/15, 568.34, 572.50, 557.72, 559.03
11/16/15, 560.14, 568.86, 559.39, 568.80
11/13/15, 562.48, 567.04, 559.14, 560.58
11/12/15, 566.23, 570.32, 562.05, 562.34
11/11/15, 562.40, 567.47, 562.40, 566.82
11/10/15, 557.59, 564.12, 557.59, 561.98
11/09/15, 555.65, 561.11, 553.11, 558.45
11/06/15, 575.69, 575.69, 551.81, 556.46
11/05/15, 583.10, 584.05, 578.44, 578.69
11/04/15, 580.78, 584.68, 580.65, 583.45
11/03/15, 580.11, 581.80, 576.36, 581.32
11/02/15, 580.62, 582.68, 576.30, 580.53
10/30/15, 578.51, 582.85, 576.49, 580.50
10/29/15, 581.50, 581.50, 571.19, 577.86
10/28/15, 591.00, 591.52, 575.89, 582.77
10/27/15, 591.78, 592.94, 588.60, 590.53
10/26/15, 594.86, 595.73, 587.61, 592.05
10/23/15, 605.26, 605.26, 593.92, 594.41
10/22/15, 599.04, 606.76, 598.60, 605.36
10/21/15, 599.95, 604.15, 597.80, 598.31
10/20/15, 597.52, 602.41, 595.82, 599.39
10/19/15, 596.88, 598.09, 591.11, 597.97
10/16/15, 596.04, 600.26, 594.58, 596.98
10/15/15, 587.99, 596.88, 586.15, 596.04
10/14/15, 587.42, 591.24, 585.88, 587.06
10/13/15, 588.56, 589.90, 586.16, 587.30
10/12/15, 583.56, 591.75, 583.56, 588.63
10/09/15, 585.87, 586.60, 581.28, 583.36
10/08/15, 578.35, 586.81, 576.38, 585.88
10/07/15, 580.62, 582.58, 577.78, 578.69
10/06/15, 585.21, 585.21, 577.74, 580.54
10/05/15, 577.78, 586.23, 577.21, 585.37
10/02/15, 570.80, 577.33, 569.03, 577.25
10/01/15, 576.83, 577.96, 565.74, 569.59
09/30/15, 567.80, 577.27, 567.80, 576.83
09/29/15, 567.39, 570.32, 564.72, 567.43
09/28/15, 572.36, 574.56, 566.44, 567.36
09/25/15, 567.22, 577.70, 566.01, 572.36
09/24/15, 561.96, 567.79, 559.90, 566.81
09/23/15, 560.67, 563.88, 559.48, 562.39
09/22/15, 565.52, 567.61, 559.54, 560.81
09/21/15, 565.07, 570.53, 565.07, 567.69
09/18/15, 567.72, 571.34, 564.04, 564.99
09/17/15, 560.01, 575.01, 558.98, 567.72
09/16/15, 553.71, 561.54, 553.71, 560.12
09/15/15, 551.34, 554.66, 547.83, 553.74
09/14/15, 549.46, 554.49, 549.33, 551.21
09/11/15, 544.70, 549.66, 541.62, 549.46
09/10/15, 546.05, 550.65, 543.29, 544.89
09/09/15, 554.25, 556.38, 545.17, 546.03
09/08/15, 543.35, 553.43, 543.35, 553.37
09/04/15, 547.82, 547.82, 539.96, 541.97
09/03/15, 548.04, 552.88, 547.49, 550.24
09/02/15, 547.81, 551.68, 542.49, 547.29
09/01/15, 561.19, 561.19, 543.58, 546.94
08/31/15, 571.68, 571.68, 557.60, 562.02
08/28/15, 573.74, 574.37, 564.50, 572.21
08/27/15, 566.69, 573.93, 566.12, 573.76
08/26/15, 557.17, 567.98, 555.46, 566.58
08/25/15, 574.96, 583.62, 556.94, 557.17
08/24/15, 597.65, 597.65, 570.49, 573.22
08/21/15, 604.04, 604.58, 596.72, 597.65
08/20/15, 606.13, 610.92, 602.55, 604.04
08/19/15, 605.23, 609.74, 600.85, 607.92
08/18/15, 606.43, 606.43, 602.61, 605.27
08/17/15, 604.28, 609.20, 602.93, 606.72
08/14/15, 599.61, 604.43, 596.33, 604.29
08/13/15, 598.51, 601.47, 592.35, 599.74
08/12/15, 589.04, 600.10, 587.69, 599.14
08/11/15, 587.93, 594.74, 585.58, 590.08
08/10/15, 590.55, 593.17, 586.64, 587.59
08/07/15, 582.94, 592.45, 579.49, 590.45
08/06/15, 580.97, 583.26, 574.76, 583.01
08/05/15, 579.72, 584.65, 579.07, 580.97
08/04/15, 587.65, 587.65, 578.48, 579.37
08/03/15, 583.99, 591.34, 583.99, 587.77
07/31/15, 580.54, 588.68, 580.54, 583.94
07/30/15, 575.20, 580.35, 572.15, 578.88
07/29/15, 573.04, 575.59, 569.17, 575.20
07/28/15, 570.70, 573.53, 568.74, 573.30
07/27/15, 562.73, 573.10, 562.73, 570.87
07/24/15, 562.19, 564.60, 560.35, 562.74
07/23/15, 570.70, 570.70, 559.10, 562.16
07/22/15, 567.72, 573.23, 567.68, 570.70
07/21/15, 573.02, 573.02, 565.50, 567.64
07/20/15, 575.26, 575.26, 570.11, 573.17
07/17/15, 581.20, 581.20, 575.33, 575.42
07/16/15, 573.66, 582.26, 573.63, 581.56
07/15/15, 570.29, 573.22, 567.07, 573.15
07/14/15, 571.06, 574.23, 568.55, 570.18
07/13/15, 570.96, 574.69, 567.64, 570.87
07/10/15, 568.07, 575.04, 566.28, 570.96
07/09/15, 574.43, 577.36, 566.11, 567.92
07/08/15, 575.97, 578.54, 573.37, 574.26
07/07/15, 563.33, 579.49, 563.33, 576.72
07/06/15, 561.13, 564.17, 558.00, 562.83
07/02/15, 554.47, 562.34, 554.47, 561.13
07/01/15, 550.67, 553.65, 549.66, 553.58
06/30/15, 552.41, 553.84, 548.91, 550.32
06/29/15, 555.43, 561.13, 551.94, 552.17
06/26/15, 552.00, 555.80, 549.31, 555.12
06/25/15, 556.66, 557.71, 552.57, 552.57
06/24/15, 561.22, 562.77, 555.89, 556.20
06/23/15, 568.96, 568.96, 560.45, 561.07
06/22/15, 570.70, 572.05, 567.80, 568.92
06/19/15, 575.46, 576.39, 569.64, 569.68
06/18/15, 567.22, 576.49, 567.22, 575.46
06/17/15, 561.18, 567.82, 561.18, 567.06
06/16/15, 559.37, 561.54, 556.63, 561.31
06/15/15, 560.53, 561.80, 556.98, 559.37
06/12/15, 565.53, 565.53, 560.43, 560.53
06/11/15, 563.14, 567.05, 563.08, 565.53
06/10/15, 559.76, 565.87, 559.76, 561.90
06/09/15, 560.56, 562.41, 559.30, 559.76
06/08/15, 562.89, 563.71, 560.10, 560.67
06/05/15, 568.72, 568.72, 561.48, 562.95
06/04/15, 571.19, 574.19, 569.33, 570.40
06/03/15, 579.80, 580.03, 568.23, 571.44
06/02/15, 587.49, 587.49, 576.43, 580.12
06/01/15, 587.15, 591.42, 586.05, 587.95
05/29/15, 587.86, 589.59, 584.76, 586.98
05/28/15, 586.20, 588.89, 584.07, 587.75
05/27/15, 584.41, 587.26, 583.14, 586.21
05/26/15, 588.11, 588.11, 580.81, 584.39
05/22/15, 589.02, 589.88, 585.01, 588.13
05/21/15, 589.28, 591.35, 586.73, 589.22
05/20/15, 588.45, 593.34, 587.48, 589.28
05/19/15, 587.31, 589.84, 583.24, 588.49
05/18/15, 585.23, 588.77, 582.85, 587.48
05/15/15, 579.19, 587.06, 579.13, 585.74
05/14/15, 572.62, 579.90, 572.62, 579.01
05/13/15, 577.95, 581.43, 570.42, 572.55
05/12/15, 579.56, 579.56, 573.43, 578.05
05/11/15, 583.64, 588.41, 579.29, 580.31
05/08/15, 581.24, 588.87, 581.24, 583.83
05/07/15, 577.95, 583.27, 577.95, 579.77
05/06/15, 580.76, 582.71, 572.27, 577.62
05/05/15, 593.41, 593.41, 579.21, 580.68
05/04/15, 590.04, 598.55, 589.15, 594.07
05/01/15, 586.79, 590.12, 583.35, 590.02
04/30/15, 593.45, 593.45, 582.37, 586.63
04/29/15, 594.49, 595.00, 588.84, 593.56
04/28/15, 589.96, 594.87, 586.25, 594.66
04/27/15, 598.45, 599.34, 588.69, 590.63
04/24/15, 591.43, 601.57, 590.59, 597.81
04/23/15, 587.46, 593.82, 587.29, 591.52
04/22/15, 586.81, 588.89, 583.75, 587.50
04/21/15, 591.64, 595.76, 584.24, 585.80
04/20/15, 583.67, 595.98, 583.67, 591.55
04/17/15, 585.29, 587.70, 581.12, 583.28
04/16/15, 588.81, 588.81, 580.53, 585.29
04/15/15, 587.98, 593.86, 587.98, 588.90
04/14/15, 584.75, 589.38, 584.60, 587.76
04/13/15, 591.33, 591.33, 584.34, 584.66
04/10/15, 587.24, 593.20, 586.11, 591.40
04/09/15, 589.08, 589.08, 583.64, 586.76
04/08/15, 591.47, 592.08, 586.35, 589.44
04/07/15, 597.45, 597.82, 590.94, 591.40
04/06/15, 589.87, 601.30, 589.87, 597.62
04/02/15, 588.06, 591.28, 586.80, 589.87
04/01/15, 586.98, 589.69, 579.64, 588.01
03/31/15, 588.00, 591.27, 583.56, 587.08
03/30/15, 580.57, 589.94, 580.57, 588.14
03/27/15, 576.90, 583.64, 576.55, 580.51
03/26/15, 581.86, 584.02, 575.19, 576.79
03/25/15, 589.22, 592.76, 581.87, 581.99
03/24/15, 595.66, 598.05, 587.63, 588.76
03/23/15, 595.17, 597.94, 594.93, 595.77
03/20/15, 590.91, 597.46, 589.31, 595.33
03/19/15, 596.67, 599.98, 589.64, 590.91
03/18/15, 581.37, 600.23, 579.99, 596.84
03/17/15, 582.48, 584.51, 579.36, 581.38
03/16/15, 573.26, 587.11, 573.26, 582.75
03/13/15, 578.22, 578.22, 567.34, 572.92
03/12/15, 567.73, 580.28, 567.73, 578.31
03/11/15, 569.96, 572.91, 565.35, 566.90
03/10/15, 570.66, 576.16, 568.22, 569.76
03/09/15, 570.04, 573.71, 569.97, 570.83
03/06/15, 588.32, 588.32, 567.55, 570.03
03/05/15, 584.10, 591.28, 584.10, 588.32
03/04/15, 587.19, 587.19, 582.13, 584.10
03/03/15, 583.41, 587.34, 579.80, 587.19
03/02/15, 594.17, 594.17, 578.80, 583.20
02/27/15, 593.79, 595.88, 590.82, 594.17
02/26/15, 598.50, 601.17, 592.94, 593.83
02/25/15, 608.17, 608.23, 597.57, 598.48
02/24/15, 604.06, 611.45, 602.24, 607.98
02/23/15, 600.22, 604.06, 599.36, 604.06
02/20/15, 600.04, 601.35, 592.11, 600.06
02/19/15, 606.92, 607.32, 597.57, 599.95
02/18/15, 593.34, 607.67, 592.46, 606.68
02/17/15, 593.77, 599.80, 588.63, 593.37
02/13/15, 602.62, 602.62, 589.54, 593.83
02/12/15, 605.63, 607.11, 600.79, 603.55
02/11/15, 620.05, 620.05, 604.37, 605.63
02/10/15, 607.71, 621.40, 607.71, 620.63
02/09/15, 613.56, 617.13, 605.16, 607.77
02/06/15, 638.71, 638.71, 610.22, 613.69
02/05/15, 634.14, 640.69, 632.00, 639.32
02/04/15, 640.90, 642.39, 632.71, 633.85
02/03/15, 639.58, 643.27, 635.63, 641.40
02/02/15, 637.28, 642.02, 630.49, 639.56
01/30/15, 651.22, 651.22, 636.79, 637.20
01/29/15, 643.15, 653.21, 640.52, 652.11
01/28/15, 649.64, 657.17, 641.83, 643.23
01/27/15, 647.80, 652.56, 646.04, 649.67
01/26/15, 647.59, 648.36, 641.61, 648.12
01/23/15, 646.35, 650.80, 646.35, 647.78
01/22/15, 649.25, 652.73, 641.99, 645.82
01/21/15, 642.99, 650.04, 637.46, 649.12
01/20/15, 641.20, 643.75, 637.10, 643.17
01/16/15, 634.46, 640.97, 633.15, 640.74
01/15/15, 630.73, 636.18, 629.52, 634.46
01/14/15, 623.65, 630.84, 619.99, 630.58
01/13/15, 622.29, 633.47, 620.66, 623.86
01/12/15, 624.46, 625.81, 618.10, 622.06
01/09/15, 626.64, 628.33, 620.07, 623.61
01/08/15, 621.77, 628.73, 621.77, 626.61
01/07/15, 616.00, 624.18, 614.46, 621.55
01/06/15, 614.20, 625.61, 614.20, 615.33
01/05/15, 621.61, 622.30, 611.79, 614.08
01/02/15, 618.08, 622.61, 614.44, 621.61
12/31/14, 630.00, 632.02, 617.61, 618.08
12/30/14, 643.07, 643.07, 628.82, 629.57
12/29/14, 635.16, 645.74, 635.16, 643.33
12/26/14, 628.62, 638.77, 628.62, 635.54
12/24/14, 617.86, 629.86, 617.86, 628.50
12/23/14, 616.23, 620.63, 615.83, 617.86
12/22/14, 613.58, 615.72, 610.95, 615.72
12/19/14, 613.65, 617.73, 610.38, 613.49
12/18/14, 602.31, 613.67, 602.31, 613.65
12/17/14, 591.73, 602.97, 591.73, 602.30
12/16/14, 592.62, 601.44, 587.45, 591.27
12/15/14, 597.97, 600.94, 589.31, 592.61
12/12/14, 602.79, 606.49, 597.38, 597.56
12/11/14, 597.44, 607.72, 597.44, 603.57
12/10/14, 605.37, 609.72, 597.28, 597.46
12/09/14, 601.95, 606.91, 599.82, 605.37
12/08/14, 596.69, 603.96, 596.69, 601.99
12/05/14, 601.70, 601.70, 594.21, 596.72
12/04/14, 602.79, 605.00, 599.18, 602.04
12/03/14, 604.39, 604.99, 599.01, 602.69
12/02/14, 600.45, 606.05, 597.30, 604.47
12/01/14, 599.60, 605.34, 594.57, 600.56
11/28/14, 593.64, 602.10, 593.64, 599.70
11/26/14, 590.41, 594.90, 590.41, 593.54
11/25/14, 591.38, 591.39, 586.76, 590.37
11/24/14, 596.19, 597.31, 590.84, 591.16
11/21/14, 593.79, 598.08, 590.92, 596.15
11/20/14, 594.67, 595.81, 591.26, 593.79
11/19/14, 594.45, 596.74, 590.98, 595.03
11/18/14, 593.98, 597.65, 591.90, 594.93
11/17/14, 586.00, 594.34, 585.02, 593.59
11/14/14, 587.72, 588.79, 584.69, 586.04
11/13/14, 592.72, 596.02, 586.38, 587.82
11/12/14, 604.13, 604.13, 590.53, 592.72
11/11/14, 606.62, 607.42, 602.16, 604.54
11/10/14, 603.11, 606.86, 600.42, 606.75
11/07/14, 597.58, 603.17, 596.66, 603.08
11/06/14, 608.50, 608.50, 594.47, 597.54
11/05/14, 597.96, 609.31, 597.64, 608.74
11/04/14, 601.16, 603.89, 595.24, 596.64
11/03/14, 597.23, 602.49, 597.22, 601.07
10/31/14, 597.39, 599.03, 591.84, 596.93
10/30/14, 584.37, 596.85, 584.37, 596.41
10/29/14, 587.16, 590.01, 578.40, 584.17
10/28/14, 582.76, 587.16, 580.03, 587.16
10/27/14, 583.63, 586.51, 581.28, 582.46
10/24/14, 577.47, 585.08, 577.47, 583.70
10/23/14, 576.08, 580.51, 574.73, 577.03
10/22/14, 572.43, 580.40, 572.31, 576.08
10/21/14, 570.89, 573.32, 568.71, 572.57
10/20/14, 562.72, 571.06, 562.72, 570.63
10/17/14, 559.19, 563.99, 554.45, 562.56
10/16/14, 558.64, 560.33, 549.03, 558.94
10/15/14, 566.21, 566.71, 547.67, 558.64
10/14/14, 561.57, 572.83, 561.10, 566.21
10/13/14, 561.59, 568.06, 560.63, 560.87
10/10/14, 558.44, 566.00, 558.44, 561.67
10/09/14, 567.06, 569.56, 557.72, 558.07
10/08/14, 554.36, 567.51, 554.36, 567.09
10/07/14, 555.03, 560.14, 553.15, 554.36
10/06/14, 555.67, 558.78, 553.14, 555.34
10/03/14, 552.51, 556.37, 549.59, 555.49
10/02/14, 553.55, 556.51, 551.48, 552.51
10/01/14, 551.27, 558.67, 551.27, 553.63
09/30/14, 550.75, 557.48, 549.64, 551.29
09/29/14, 547.86, 551.11, 544.37, 550.79
09/26/14, 545.50, 549.76, 542.13, 547.95
09/25/14, 549.63, 551.38, 545.90, 546.00
09/24/14, 551.27, 551.88, 547.73, 549.83
09/23/14, 552.58, 553.55, 550.32, 551.00
09/22/14, 556.82, 556.82, 552.14, 552.59
09/19/14, 552.80, 557.67, 552.80, 556.91
09/18/14, 556.83, 558.39, 551.00, 552.80
09/17/14, 558.77, 560.40, 554.22, 556.72
09/16/14, 551.28, 559.57, 551.02, 558.05
09/15/14, 549.81, 553.47, 549.41, 551.28
09/12/14, 559.38, 559.38, 548.02, 549.64
09/11/14, 554.76, 560.23, 553.75, 559.90
09/10/14, 556.95, 557.83, 553.44, 554.96
09/09/14, 563.33, 563.33, 556.47, 557.37
09/08/14, 567.88, 567.88, 561.51, 563.87
09/05/14, 562.07, 568.14, 561.80, 568.14
09/04/14, 561.67, 562.90, 558.72, 561.47
09/03/14, 559.29, 563.94, 559.29, 562.00
09/02/14, 564.20, 564.98, 556.23, 559.27
08/29/14, 560.11, 564.40, 559.71, 564.37
08/28/14, 556.15, 560.49, 554.80, 560.11
08/27/14, 553.48, 557.22, 552.40, 557.13
08/26/14, 558.35, 559.95, 552.59, 552.68
08/25/14, 555.68, 559.93, 555.68, 558.28
08/22/14, 556.86, 558.38, 552.01, 555.25
08/21/14, 556.08, 559.45, 555.65, 556.65
08/20/14, 554.29, 556.37, 552.41, 555.96
08/19/14, 548.32, 554.74, 548.32, 554.68
08/18/14, 549.49, 551.87, 547.02, 548.20
08/15/14, 545.91, 551.85, 545.85, 548.81
08/14/14, 541.67, 546.27, 541.67, 545.91
08/13/14, 539.80, 543.63, 539.14, 541.42
08/12/14, 540.61, 542.47, 539.34, 540.55
08/11/14, 543.00, 545.09, 540.14, 540.63
08/08/14, 531.34, 542.91, 531.34, 542.69
08/07/14, 526.97, 533.38, 526.97, 530.78
08/06/14, 531.67, 531.67, 524.82, 526.03
08/05/14, 537.89, 538.24, 530.08, 532.01
08/04/14, 540.66, 540.78, 528.89, 538.66
08/01/14, 539.37, 545.49, 537.89, 540.69
07/31/14, 547.74, 547.91, 538.87, 539.30
07/30/14, 558.45, 559.18, 546.13, 548.58
07/29/14, 563.25, 564.23, 557.73, 558.23
07/28/14, 556.32, 564.18, 555.37, 563.48
07/25/14, 560.70, 562.30, 555.89, 556.51
07/24/14, 559.21, 561.63, 557.30, 560.57
07/23/14, 558.68, 559.49, 557.41, 558.71
07/22/14, 559.25, 561.10, 558.59, 558.65
07/21/14, 558.87, 560.36, 555.42, 558.87
07/18/14, 553.08, 559.39, 552.13, 559.13
07/17/14, 558.45, 559.90, 553.06, 553.08
07/16/14, 556.74, 558.86, 554.13, 558.72
07/15/14, 553.19, 557.17, 552.85, 555.95
07/14/14, 559.72, 560.34, 553.14, 553.25
07/11/14, 562.28, 562.98, 558.56, 559.43
07/10/14, 559.11, 562.83, 558.71, 562.42
07/09/14, 559.78, 561.14, 556.64, 559.28
07/08/14, 555.86, 560.48, 555.86, 559.46
07/07/14, 554.13, 558.65, 553.85, 556.08
07/03/14, 559.77, 559.77, 551.54, 554.27
07/02/14, 570.66, 570.66, 558.47, 560.19
07/01/14, 576.02, 576.02, 570.71, 570.85
06/30/14, 571.75, 576.98, 570.33, 575.98
06/27/14, 569.30, 572.70, 567.97, 571.71
06/26/14, 569.10, 570.11, 566.43, 569.99
06/25/14, 565.69, 569.61, 565.00, 569.17
06/24/14, 565.40, 568.39, 564.92, 565.86
06/23/14, 566.67, 568.34, 562.50, 565.44
06/20/14, 569.84, 570.70, 566.14, 566.46
06/19/14, 564.62, 570.12, 564.51, 569.84
06/18/14, 553.38, 564.61, 553.30, 564.45
06/17/14, 551.91, 554.26, 550.20, 553.41
06/16/14, 542.37, 558.97, 542.25, 552.37
06/13/14, 539.07, 542.99, 536.31, 542.42
06/12/14, 537.59, 540.93, 531.38, 539.37
06/11/14, 544.02, 544.02, 537.40, 537.50
06/10/14, 545.42, 547.12, 543.15, 544.16
06/09/14, 550.01, 550.11, 544.95, 545.68
06/06/14, 551.60, 554.39, 549.39, 550.01
06/05/14, 547.34, 552.38, 546.69, 551.60
06/04/14, 547.19, 547.69, 544.01, 547.45
06/03/14, 545.38, 548.89, 544.15, 547.19
06/02/14, 544.90, 546.45, 542.37, 545.44
05/30/14, 540.67, 545.15, 539.71, 544.96
05/29/14, 540.57, 541.19, 537.78, 540.84
05/28/14, 538.07, 540.84, 536.73, 540.42
05/27/14, 534.12, 541.52, 534.12, 537.81
05/23/14, 535.11, 536.52, 533.88, 534.02
05/22/14, 531.10, 536.67, 531.10, 535.20
05/21/14, 530.55, 532.47, 529.65, 531.10
05/20/14, 529.74, 533.15, 526.97, 530.55
05/19/14, 537.78, 537.78, 529.52, 529.74
05/16/14, 536.28, 538.33, 534.00, 537.78
05/15/14, 537.99, 540.93, 535.62, 536.28
05/14/14, 535.85, 541.04, 534.98, 537.99
